Alt,u,v,temp,bv2
22132,5.63653288730326,5.54513358230656,-1.22268907563034,0.000665184441588388
22138,5.83693013850354,5.35187800877109,-1.22787114845949,0.00066473324749243
22143,6.03033650993764,5.15227689454591,-1.23305322128861,-0.00177215189873402
22149,6.2164814450565,4.94644937473784,-1.13823529411774,-0.00110859544846753
22155,6.39527710293028,4.73494572183359,-1.14341736694687,0.000666313527734555
22161,6.56639996869061,4.51773219918068,-1.148599439776,0.000668356846096952
22167,6.64579043728022,4.24061520257337,-1.15378151260513,0.000667901339532877
22173,6.79920356559694,4.01587199318986,-1.15910364145667,-0
22179,6.87918355729273,3.90175558719939,-1.16442577030821,0.000669954422878264
22185,7.02033737556331,3.67004296392085,-1.16974789915974,0.000669496736857896
22191,7.15319081218388,3.43404688599736,-1.17507002801128,0.000671559655354052
22197,7.27766775117912,3.19388766705532,-1.18039215686283,0.00067109977419786
22202,7.30084373300354,2.91256739189717,-1.18585434173677,-0.00177536231884082
22208,7.50062396812713,2.70283129679094,-1.09131652661071,-0.0011054117933277
22214,7.55671213771422,2.5784339056886,-1.09677871148466,0.000672710506564748
22220,7.74612733070942,2.35614943530439,-1.10224089635862,-0
22226,7.79598185302589,2.22813207817504,-1.10770308123256,0.000674793308569752
22232,7.97413588163255,1.99361810582609,-1.11330532212892,0.000674328989498437
22238,8.01747612109373,1.86198540873318,-1.11890756302527,0.000676421841233409
22244,8.08545030863954,1.59630562731531,-1.12450980392163,0.000675955279075793
22250,8.24280427946737,1.34420974558132,-1.13011204481799,-0
22256,8.27446907434543,1.20806087787861,-1.13571428571435,0.000678058253453766
22261,8.41878004125532,0.944867571186594,-1.14131652661071,0.000677589431916252
22267,8.44324307537936,0.805716553525861,-1.14691876750707,-0
22273,8.47375277940126,0.526818482504714,-1.15252100840343,-0.00110011536949997
22279,8.59075524396944,0.390304052659188,-1.05812324929978,-0.00110135171025882
22285,8.60647368216781,0.106998297156615,-1.06372549019614,0.000681354946422779
22290,8.61581129848987,-0.0351871865433706,-1.0693277310925,0.000680881556609999
22296,8.7162941800137,-0.323972048750256,-1.07492997198886,-0
22302,8.71795152740442,-0.467989514417299,-1.08053221288522,0.000683015343502701
22308,8.8166354375314,-0.620723917498548,-1.08613445378158,0.000682539644472371
22314,8.79636779576894,-0.910547759830299,-1.09173669467793,-0
22319,8.78759432706605,-1.05588502845096,-1.09733893557429,0.00068468385281411
22325,8.8752856581609,-1.21663451983507,-1.10294117647065,0.000684205827628214
22331,8.76302006785602,-1.34569415585884,-1.10854341736701,-0.00109670557610793
22337,8.74694658032865,-1.48992696003369,-1.01414565826337,-0.00109793426041977
22343,8.63060324091535,-1.61286137000434,-1.01974789915973,-0
22348,8.673738955181,-1.91769790731845,-1.02535014005608,0.000688045447102999
22354,8.55120930296891,-2.03367997469895,-1.03095238095244,0.000687562718125648
22360,8.52340561028573,-2.17307962747099,-1.0365546218488,-0
22366,8.49298642136507,-2.31170579252491,-1.04215686274516,0.000689738653036842
22372,8.4602112315931,-2.44952601943541,-1.04789915966393,0.000689253546085334
22377,8.4249473478614,-2.58633740199069,-1.0536414565827,-0
22383,8.29321350827616,-2.68814559004823,-1.05924369747905,0.000691440213129216
22389,8.25365981069299,-2.8215608827853,-1.06484593837541,-0.00109411104168804
22395,8.21163755815442,-2.95392940063318,-0.97044817927177,-0.00109517097852238
22401,8.16712895324449,-3.08538675591673,-0.976050420168129,0.000692660273442882
22406,7.97087728387671,-3.30227451657555,-0.981652661064487,-0
22412,7.91990333584058,-3.42902856761708,-0.987254901960846,0.000694868644327932
22418,7.86654686052199,-3.55462852367332,-0.992857142857204,0.000694376297066507
22424,7.72250981360648,-3.63224793615069,-0.998459383753563,-0
22430,7.66517231177057,-3.75415284315688,-1.00406162464992,0.000696595641248567
22436,7.60574726580889,-3.87482347694188,-1.00966386554628,0.000696100844499437
22442,7.54421224658824,-3.99422354006249,-1.01526610644264,0.000698331243971049
22448,7.40652583732301,-4.22858541021859,-1.020868347339,-0.00109048718847408
22454,7.25590895453376,-4.28822493491259,-0.926470588235361,-0.00179159049360121
22460,7.26897589381767,-4.45815744486102,-0.93207282913172,0.000700075516981405
22466,7.11510045949981,-4.68153555959934,-0.937675070028078,0.000699575766097611
22472,7.03947904498313,-4.79108474582481,-0.943277310924437,-0
22478,6.96187905066211,-4.89887791663761,-0.948879551820795,0.000701828525411094
22484,6.7928737377617,-5.10976109447248,-0.954481792717154,0.000701326269511539
22490,6.70976065699986,-5.21249576643682,-0.960084033613512,-0.00179159049360154
22496,6.62494379482068,-5.31330322268413,-0.865686274509869,-0.0010912814598252
22502,6.44173619133287,-5.51058899110435,-0.871288515406228,0.000703085555249347
22508,6.35173123885472,-5.60594615806567,-0.876890756302586,0.00070536101233639
22514,6.2599625936064,-5.69923466351339,-0.882492997198945,0.000704853689569019
22520,6.06337354211907,-5.88201442416169,-0.888095238095303,-0
22526,5.96686907183005,-5.96956364091282,-0.893697478991662,0.000707140624398786
22532,5.86871991456798,-6.05513488906365,-0.89929971988802,-0.0010882410554754
22538,5.65974981366926,-6.22243902480991,-0.804901960784377,-0.00179816513761475
22544,5.55724852268135,-6.30193542299197,-0.810504201680736,0.000708929239031849
22550,5.39605748045105,-6.29723571180006,-0.816106442577095,0.000708416772334575
22556,5.17856645195278,-6.44636854473985,-0.82170868347346,0.000710726924721219
22562,5.12497645272456,-6.60114545873709,-0.827310924369819,0.00071021185667143
22568,4.96401418406148,-6.58397894764844,-0.832913165266177,-0
22574,4.78482681596563,-6.80401314608398,-0.838515406162536,-0.00108693878834329
22580,4.6717012852709,-6.86606452036905,-0.744117647058893,-0.00108814567379248
22586,4.43399646894565,-6.9873037045824,-0.749719887955251,-0
22592,4.31760362562636,-7.04243654561793,-0.75532212885161,0.000714349786701621
22598,4.11288500081932,-7.24214188278253,-0.760924369747968,0.000713829456171256
22604,3.99200180877962,-7.29081348917593,-0.766526610644327,-0
22610,3.87025785616993,-7.33695021762621,-0.772128851540685,0.000716175103482038
22616,3.61616027721249,-7.42725493051949,-0.777731092437044,-0.00108581847681946
22622,3.49215226538686,-7.46603740081709,-0.683333333333401,-0.00108677844131353
22628,3.23339929311402,-7.54178914506705,-0.68893557422976,0.00071748409823887
22634,3.10726342595891,-7.57304582961521,-0.694537815126118,-0
22640,2.8448072832537,-7.63422708863065,-0.700140056022477,0.000719853865256989
22646,2.73777806422303,-7.75557262713671,-0.705742296918835,0.00071932548848835
22653,2.60775504322283,-7.77680350896998,-0.711344537815194,-0
22659,2.33788159981156,-7.81863544962301,-0.716946778711552,0.00072170745510947
22665,2.20677692662517,-7.83204898528441,-0.722549019607911,-0.00108361185887734
22671,1.93490305697518,-7.85871883427299,-0.628151260504275,-0.00108454746575696
22677,1.80300181648542,-7.86438227637922,-0.633753501400633,0.000723036770361677
22683,1.67083332249383,-7.86741105186559,-0.639355742296992,-0
22689,1.39380326560574,-7.77425879147559,-0.644957983193351,0.000725443420512835
22695,1.26308246155664,-7.76980532623158,-0.650420168067299,0.000724906809415513
22701,0.992815181690499,-7.7615931813793,-0.655882352941248,-0
22708,0.865538174606475,-7.64975149367183,-0.661344537815204,0.000727325945461628
22714,0.599310101028147,-7.627135235857,-0.666806722689152,0.000726786546775626
22720,0.344356717871944,-7.49546283184948,-0.672268907563108,-0
22726,0.218541533204539,-7.47185744112976,-0.67759103641464,0.000729218266136298
22732,-0.0257282691332106,-7.32715794437209,-0.682913165266186,0.000728676058083594
22738,-0.280565466088916,-7.27242730881167,-0.688095238095315,-0.00107834655272313
22744,-0.510808047722375,-7.11113790763275,-0.593277310924435,-0.00107953442233831
22750,-0.732014285405521,-6.94236651726787,-0.598459383753578,-0
22756,-0.973127257251171,-6.8623975669644,-0.603501400560283,0.000733032602094845
22763,-1.05638091650387,-6.72007910675306,-0.608543417367017,0.000732484709061908
22769,-1.28961653838035,-6.62820620156382,-0.613445378151319,-0
22775,-1.48217044654889,-6.43516959161376,-0.618347338935635,0.000734954773110169
22781,-1.70566661835229,-6.32788939401925,-0.623109243697542,0.000734404003999831
22787,-1.88140964613738,-6.12266671715848,-0.627871148459441,-0
22793,-2.09384257497115,-6.0009361925539,-0.632492997198938,0.000736887051336255
22799,-2.25195107070795,-5.7850221374577,-0.637114845938427,0.000736333383442658
22806,-2.39962951527238,-5.56514622563397,-0.641736694677917,0.00073882951670095
22812,-2.59273959907697,-5.42476470004825,-0.646218487395011,0.000738272927078596
22818,-2.78088546083742,-5.27746074834052,-0.65070028011209,-0
22824,-2.96397103831528,-5.12337749997854,-0.655042016806767,0.00074078224997973
22830,-3.14174921988038,-4.96259677887723,-0.659383753501444,0.000740222715440312
22836,-3.31396336262856,-4.7956182778644,-0.663585434173712,-0
22843,-3.48041701506296,-4.62231586432524,-0.667787114845972,0.000742745332801879
22849,-3.64104004372517,-4.44298269950804,-0.671988795518239,0.00255364308869123
