87,962.2,23.5,41,0,0,0
88,962.2,23.1,41,0,0,0
89,962.1,22.8,41,0,0,0
90,962,22.5,41,0,0,0
91,962.2,23.4,41,0,0,0
92,962,23.5,41,0,0,0
94,962.2,24,41,0,0,0
95,962.2,23.7,41,0,0,0
96,962,23.4,41,0,0,0
97,962.2,23.4,41,0,0,0
98,962.2,23.4,41,0,0,0
99,962,23.4,41,0,0,0
100,962.2,23.5,41,0,0,0
101,962.1,23.6,41,0,0,0
102,962.3,23.5,41,0,0,0
104,962.1,23.3,41,0,0,0
105,962,23.1,41,0,0,0
106,962,23.4,41,0,0,0
107,962,23.6,41,0,0,0
108,962.1,23,41,0,0,0
109,962.1,23.4,41,0,0,0
110,962.1,23,41,0,0,0
111,962.1,22.7,35,0,0,0
112,962.2,23,35,0,0,0
113,962.1,22.8,36,0,0,0
114,962.1,22.6,36,0,0,0
115,962,22.7,36,0,0,0
116,962,22.6,37,0,0,0
117,961.9,22.8,37,0,0,0
118,962,22.8,37,0,0,0
119,962.2,22.5,38,0,0,0
120,962.2,22.4,38,0,0,0
121,962.1,22.6,38,0,0,0
122,962.2,22.6,39,0,0,0
123,962.1,22.5,39,0,0,0
124,962.2,22.5,39,0,0,0
125,962.1,22.5,39,0,0,0
126,962.2,22.6,40,0,0,0
127,962.1,22.9,40,0,0,0
128,962.2,23,40,0,0,0
129,962.2,22.6,40,0,0,0
130,962.2,22.4,40,0,0,0
131,962.2,22.5,40,0,0,0
132,962.3,22.5,41,0,0,0
133,962.2,22.5,41,0,0,0
134,962,22.8,41,0,0,0
135,962.1,22.6,41,0,0,0
136,962,22.7,41,0,0,0
137,962.2,23.1,41,0,0,0
138,962,23.2,41,0,0,0
139,962,23,41,0,0,0
140,962.1,22.9,41,0,0,0
141,962,22.7,41,0,0,0
142,962,22.7,41,0,0,0
143,962.1,23.3,41,0,0,0
144,962,23.7,41,0,0,0
145,962.1,23.7,41,0,0,0
146,962,23.9,41,0,0,0
147,962,23.8,41,0,0,0
148,962,23.7,41,0,0,0
149,962.1,23.7,41,0,0,0
150,962.1,23.2,41,0,0,0
151,962.1,23,41,0,0,0
152,962,23,41,0,0,0
153,962,23.3,41,0,0,0
154,962.1,23.4,41,0,0,0
155,962.1,23.6,41,0,0,0
156,962.2,23.5,41,0,0,0
157,962.1,23.7,41,0,0,0
158,962,23.5,41,0,0,0
159,962.1,23.2,41,0,0,0
160,962,22.9,41,0,0,0
161,962,22.7,41,0,0,0
162,962.1,23.2,41,0,0,0
163,962.1,23.6,41,0,0,0
164,962,23.7,41,0,0,0
165,962.1,23.6,41,0,0,0
166,962,23.9,41,0,0,0
168,962.1,23.5,41,0,0,0
169,962,23.8,41,0,0,0
170,961.9,24.1,41,0,0,0
171,962.1,23.9,41,0,0,0
172,962,23,41,0,0,0
173,962.1,22.8,41,0,0,0
174,962.2,23.3,41,0,0,0
175,962.1,22.8,41,0,0,0
176,962,23.5,41,0,0,0
177,962,23.8,41,0,0,0
178,962.1,23.5,41,0,0,0
